118.512700     36.301420
119.222920     36.349089
 0.6    0.000    0.000      0
 0.8    0.000    0.000      0
 1.0    0.000    0.000      0
 1.2    2.668    0.000      1
 1.4    2.668    0.000      1
 1.6    2.670    0.000      1
 1.8    2.692    0.000      1
 2.0    2.804    0.000      1
 2.2    2.844    0.000      1
 2.4    2.896    0.000      1
 2.6    2.958    0.000      1
 2.8    3.016    0.000      1
 3.0    3.068    0.000      1
 3.2    3.118    0.000      1
 3.4    3.164    0.000      1
 3.6    3.208    0.000      1
 3.8    3.250    0.000      1
 4.0    3.288    0.000      1
 4.2    3.316    0.000      1
 4.4    3.343    0.000      1
 4.6    3.367    0.000      1
 4.8    3.389    0.000      1
 5.0    3.401    0.000      1
 5.2    3.405    0.000      1
 5.4    3.403    0.000      1
 5.6    3.399    0.000      1
 5.8    3.391    0.000      1
 6.0    3.385    0.000      1
 6.2    3.381    0.000      1
 6.4    3.383    0.000      1
 6.6    3.397    0.000      1
 6.8    3.423    0.000      1
 7.0    3.460    0.000      1
 7.2    3.504    0.000      1
 7.4    3.544    0.000      1
 7.6    3.584    0.000      1
 7.8    3.612    0.000      1
 8.0    3.630    0.000      1
 8.2    3.645    0.000      1
 8.4    3.671    0.000      1
 8.6    0.000    0.000      0
 8.8    0.000    0.000      0
 9.0    0.000    0.000      0
 9.2    0.000    0.000      0
 9.4    0.000    0.000      0
 9.6    0.000    0.000      0
 9.8    0.000    0.000      0
10.0    0.000    0.000      0
