118.512700     36.301420
119.332200     36.900550
 0.6    0.000    0.000      0
 0.8    0.000    0.000      0
 1.0    0.000    0.000      0
 1.2    0.000    0.000      0
 1.4    0.000    0.000      0
 1.6    0.000    0.000      0
 1.8    0.000    0.000      0
 2.0    0.000    0.000      0
 2.2    0.000    0.000      0
 2.4    0.000    0.000      0
 2.6    0.000    0.000      0
 2.8    0.000    0.000      0
 3.0    0.000    0.000      0
 3.2    0.000    0.000      0
 3.4    0.000    0.000      0
 3.6    0.000    0.000      0
 3.8    2.952    0.000      1
 4.0    2.990    0.000      1
 4.2    3.018    0.000      1
 4.4    3.044    0.000      1
 4.6    3.068    0.000      1
 4.8    3.090    0.000      1
 5.0    3.110    0.000      1
 5.2    3.128    0.000      1
 5.4    3.146    0.000      1
 5.6    3.166    0.000      1
 5.8    3.188    0.000      1
 6.0    3.222    0.000      1
 6.2    3.272    0.000      1
 6.4    3.326    0.000      1
 6.6    3.367    0.000      1
 6.8    3.397    0.000      1
 7.0    3.425    0.000      1
 7.2    3.449    0.000      1
 7.4    3.469    0.000      1
 7.6    3.459    0.000      1
 7.8    0.000    0.000      0
 8.0    0.000    0.000      0
 8.2    0.000    0.000      0
 8.4    0.000    0.000      0
 8.6    0.000    0.000      0
 8.8    0.000    0.000      0
 9.0    0.000    0.000      0
 9.2    0.000    0.000      0
 9.4    0.000    0.000      0
 9.6    0.000    0.000      0
 9.8    0.000    0.000      0
10.0    0.000    0.000      0
