1.185126999999999953e+02 3.630142000000000024e+01 1.845000000000000000e+02
1.186791800000000023e+02 3.655084599999999995e+01 1.783000000000000114e+02
0.000000000000000000e+00 -1.237178342242502840e+06 -1.237178342242502840e+06
1.000000000000000056e-01 -1.134139828302460257e+06 -1.125480827706404962e+06
2.000000000000000111e-01 -8.793584219477581792e+05 -8.839202269959150581e+05
2.999999999999999889e-01 -6.202700404272526503e+05 -6.754820740103361895e+05
4.000000000000000222e-01 -4.565154252477840055e+05 -6.080939776364922291e+05
5.000000000000000000e-01 -3.679339694916018052e+05 -6.648168064183741808e+05
5.999999999999999778e-01 -2.600083192008246260e+05 -7.486941937426787335e+05
6.999999999999999556e-01 -6.299771360113017727e+04 -7.785568659325303743e+05
8.000000000000000444e-01 2.169924060739461565e+05 -7.405343597913122503e+05
9.000000000000000222e-01 5.265363004030269803e+05 -6.666681586825374980e+05
1.000000000000000000e+00 8.199446768679292873e+05 -5.870130140052728821e+05
1.100000000000000089e+00 1.078859859196385369e+06 -5.086519140120117227e+05
1.199999999999999956e+00 1.291416585692956578e+06 -4.279383004464611877e+05
1.300000000000000044e+00 1.432163161894686520e+06 -3.462161494791891892e+05
1.399999999999999911e+00 1.472678653832970886e+06 -2.679762157176959445e+05
1.500000000000000000e+00 1.409412691675782902e+06 -1.903901142515421379e+05
1.600000000000000089e+00 1.273549545010131085e+06 -1.046167517418940552e+05
1.699999999999999956e+00 1.108529388913380913e+06 -1.195305370492390648e+04
1.800000000000000044e+00 9.375935785050126724e+05 6.440977644339925610e+04
1.899999999999999911e+00 7.556349355998008978e+05 9.091318931192497257e+04
2.000000000000000000e+00 5.539999104253919795e+05 5.276784637038211804e+04
2.100000000000000089e+00 3.505471806265868945e+05 -2.705607339696015697e+04
2.200000000000000178e+00 1.897009274213728495e+05 -1.000691700094621629e+05
2.299999999999999822e+00 1.085374486783642787e+05 -1.260597912231663940e+05
2.399999999999999911e+00 1.026051892774370499e+05 -9.700310901111888234e+04
2.500000000000000000e+00 1.273552614409064408e+05 -3.097263801788550336e+04
2.600000000000000089e+00 1.341310385225791251e+05 5.285300310664891731e+04
2.700000000000000178e+00 1.040723813830967993e+05 1.508458372482644627e+05
2.799999999999999822e+00 4.846373034936771728e+04 2.698588167067783652e+05
2.899999999999999911e+00 -1.747418947951146401e+04 4.112743673742641695e+05
3.000000000000000000e+00 -9.344277638101531193e+04 5.625121144283213653e+05
3.100000000000000089e+00 -1.858407929925617063e+05 7.021347555532559054e+05
3.200000000000000178e+00 -2.879138290240130154e+05 8.110293870394560508e+05
3.299999999999999822e+00 -3.762896589223157498e+05 8.808193822911974275e+05
3.399999999999999911e+00 -4.280473188670306699e+05 9.174422834389958298e+05
3.500000000000000000e+00 -4.344847787089162739e+05 9.414243623433746397e+05
3.600000000000000089e+00 -3.932110982763674110e+05 9.835475725355979521e+05
3.700000000000000178e+00 -2.929214963897999842e+05 1.071930041695352178e+06
3.799999999999999822e+00 -1.208520479396510636e+05 1.211477921976082493e+06
3.899999999999999911e+00 1.048719951725428109e+05 1.368147236647337908e+06
4.000000000000000000e+00 3.164024751834737253e+05 1.476521124155963305e+06
