   1.1851270e+02   3.6301420e+01   1.8450000e+02
   1.1906095e+02   3.6452112e+01   1.0160000e+02
   0.0000000e+00   1.7808459e+05   1.7808459e+05
   1.0000000e-01   1.4879320e+05   1.9634202e+05
   2.0000000e-01   1.1600408e+05   2.0169530e+05
   3.0000000e-01   8.9113258e+04   1.9562089e+05
   4.0000000e-01   7.4030758e+04   1.7779400e+05
   5.0000000e-01   7.1573125e+04   1.4574267e+05
   6.0000000e-01   7.8998586e+04   1.0074056e+05
   7.0000000e-01   9.1283234e+04   5.2129312e+04
   8.0000000e-01   1.0220609e+05   1.2487854e+04
   9.0000000e-01   1.0754527e+05  -1.3269734e+04
   1.0000000e+00   1.0866979e+05  -3.3098648e+04
   1.1000000e+00   1.1120609e+05  -5.9829715e+04
   1.2000000e+00   1.1813175e+05  -9.6268172e+04
   1.3000000e+00   1.2469975e+05  -1.2856859e+05
   1.4000000e+00   1.2200430e+05  -1.3672888e+05
   1.5000000e+00   1.0580188e+05  -1.1425452e+05
   1.6000000e+00   8.0467281e+04  -7.8035469e+04
   1.7000000e+00   5.3783004e+04  -5.6573867e+04
   1.8000000e+00   2.8933092e+04  -6.5059914e+04
   1.9000000e+00   2.1865618e+03  -9.0099328e+04
   2.0000000e+00  -3.2637020e+04  -9.9782656e+04
   2.1000000e+00  -7.8084359e+04  -7.1461898e+04
   2.2000000e+00  -1.2963091e+05  -1.2284289e+04
   2.3000000e+00  -1.7594688e+05   4.6423523e+04
   2.4000000e+00  -2.0332123e+05   7.5758867e+04
   2.5000000e+00  -2.0368069e+05   7.2499023e+04
   2.6000000e+00  -1.8113658e+05   5.8367695e+04
   2.7000000e+00  -1.4971400e+05   5.7176652e+04
   2.8000000e+00  -1.2189066e+05   7.1651992e+04
   2.9000000e+00  -9.8510305e+04   8.1075883e+04
   3.0000000e+00  -7.1426352e+04   6.1171188e+04
   3.1000000e+00  -3.7003434e+04   7.5685933e+03
   3.2000000e+00  -5.6213701e+03  -5.8288613e+04
   3.3000000e+00   4.5749062e+03  -1.0559693e+05
   3.4000000e+00  -1.5173296e+04  -1.1814779e+05
   3.5000000e+00  -5.2996625e+04  -1.0539255e+05
   3.6000000e+00  -8.2775586e+04  -9.2483367e+04
   3.7000000e+00  -8.3626273e+04  -9.9173625e+04
   3.8000000e+00  -5.6354211e+04  -1.2553986e+05
   3.9000000e+00  -2.3154426e+04  -1.5513084e+05
   4.0000000e+00  -1.0399224e+04  -1.7115464e+05
   4.1000000e+00  -2.8216047e+04  -1.7136991e+05
   4.2000000e+00  -6.3601453e+04  -1.6947952e+05
   4.3000000e+00  -9.2454883e+04  -1.8220938e+05
   4.4000000e+00  -9.9139516e+04  -2.1278738e+05
   4.5000000e+00  -8.6005148e+04  -2.4455308e+05
   4.6000000e+00  -6.6537430e+04  -2.5054094e+05
   4.7000000e+00  -5.2328492e+04  -2.1202461e+05
   4.8000000e+00  -4.7415043e+04  -1.3163447e+05
   4.9000000e+00  -5.1386738e+04  -3.1164014e+04
   5.0000000e+00  -6.2022195e+04   6.3268547e+04
   5.1000000e+00  -7.2864672e+04   1.3639461e+05
   5.2000000e+00  -7.2877266e+04   1.8814167e+05
   5.3000000e+00  -5.5279879e+04   2.2594884e+05
   5.4000000e+00  -2.8606336e+04   2.5353598e+05
   5.5000000e+00  -1.4390602e+04   2.6624853e+05
   5.6000000e+00  -2.8077051e+04   2.5616800e+05
   5.7000000e+00  -6.0985016e+04   2.2111867e+05
   5.8000000e+00  -8.4664844e+04   1.6856989e+05
   5.9000000e+00  -7.6766172e+04   1.1098188e+05
   6.0000000e+00  -4.2968328e+04   5.7655031e+04
   6.1000000e+00  -1.1309071e+04   1.0706110e+04
   6.2000000e+00  -3.4290278e+03  -3.2765283e+04
   6.3000000e+00  -1.1893484e+04  -7.6480000e+04
   6.4000000e+00  -7.0245459e+03  -1.2229277e+05
   6.5000000e+00   3.3647570e+04  -1.6781848e+05
   6.6000000e+00   1.0326327e+05  -2.0319331e+05
   6.7000000e+00   1.7276678e+05  -2.1152706e+05
   6.8000000e+00   2.1898027e+05  -1.7882723e+05
   6.9000000e+00   2.4449656e+05  -1.0932168e+05
   7.0000000e+00   2.7010609e+05  -3.1052285e+04
   7.1000000e+00   3.0980034e+05   1.9218002e+04
   7.2000000e+00   3.5566528e+05   2.2990984e+04
   7.3000000e+00   3.8725266e+05  -4.8233379e+03
   7.4000000e+00   3.9252572e+05  -2.7896754e+04
   7.5000000e+00   3.7653409e+05  -1.7540346e+04
   7.6000000e+00   3.5082316e+05   2.7487316e+04
   7.7000000e+00   3.1954841e+05   8.6904289e+04
   7.8000000e+00   2.7941559e+05   1.4167597e+05
   7.9000000e+00   2.3027744e+05   1.8993914e+05
   8.0000000e+00   1.7905058e+05   2.4193069e+05
   8.1000000e+00   1.3014148e+05   3.0208794e+05
