   1.1851270e+02   3.6301420e+01   1.8450000e+02
   1.1984975e+02   3.7002650e+01   4.7100000e+01
   0.0000000e+00   2.4951205e+05   2.4951205e+05
   1.0000000e-01   1.8246683e+05   2.4886439e+05
   2.0000000e-01   8.8552156e+04   1.8847627e+05
   3.0000000e-01   2.4854383e+04   1.1643094e+05
   4.0000000e-01   1.9264576e+04   8.0329992e+04
   5.0000000e-01   5.1920023e+04   9.0840812e+04
   6.0000000e-01   7.7619312e+04   1.1859978e+05
   7.0000000e-01   6.5893711e+04   1.2285528e+05
   8.0000000e-01   2.2543781e+04   8.4861906e+04
   9.0000000e-01  -2.2281564e+04   1.9091391e+04
   1.0000000e+00  -4.2993508e+04  -4.3127398e+04
   1.1000000e+00  -3.6796020e+04  -8.0202266e+04
   1.2000000e+00  -1.9093480e+04  -9.4291414e+04
   1.3000000e+00  -6.4473218e+03  -1.0398080e+05
   1.4000000e+00  -4.8042246e+03  -1.2594119e+05
   1.5000000e+00  -1.0236898e+04  -1.6250562e+05
   1.6000000e+00  -1.6255180e+04  -2.0271433e+05
   1.7000000e+00  -1.9149680e+04  -2.3157262e+05
   1.8000000e+00  -1.8990836e+04  -2.3905750e+05
   1.9000000e+00  -1.8522445e+04  -2.2549844e+05
   2.0000000e+00  -2.1206098e+04  -2.0290341e+05
   2.1000000e+00  -2.8207371e+04  -1.8984156e+05
   2.2000000e+00  -3.6119023e+04  -1.9885319e+05
   2.3000000e+00  -3.8863992e+04  -2.2394409e+05
   2.4000000e+00  -3.3674621e+04  -2.4113739e+05
   2.5000000e+00  -2.5414812e+04  -2.2579091e+05
   2.6000000e+00  -2.3576248e+04  -1.7286836e+05
   2.7000000e+00  -3.3436902e+04  -1.0079135e+05
   2.8000000e+00  -4.9458641e+04  -3.4748664e+04
   2.9000000e+00  -5.7666875e+04   1.4201426e+04
   3.0000000e+00  -4.5859109e+04   5.4712586e+04
   3.1000000e+00  -1.3568518e+04   1.0264173e+05
   3.2000000e+00   2.6496916e+04   1.6501539e+05
   3.3000000e+00   5.7296570e+04   2.3519988e+05
   3.4000000e+00   6.9779188e+04   3.0011194e+05
   3.5000000e+00   6.8128680e+04   3.4941309e+05
   3.6000000e+00   6.2985680e+04   3.7867050e+05
   3.7000000e+00   5.9179367e+04   3.8738603e+05
   3.8000000e+00   5.0657633e+04   3.7716412e+05
   3.9000000e+00   2.8192391e+04   3.5206875e+05
   4.0000000e+00  -8.6278896e+03   3.1861141e+05
   4.1000000e+00  -4.8882531e+04   2.8288566e+05
   4.2000000e+00  -8.0645258e+04   2.4640611e+05
   4.3000000e+00  -1.0292430e+05   2.0506277e+05
   4.4000000e+00  -1.2607230e+05   1.5366402e+05
   4.5000000e+00  -1.6026188e+05   9.3135398e+04
